title,score,ratings,installs,gini_coeff,popularity_index
Kiki & Fifi Pet Beauty Salon,3.875,27405,20356833,0.4827571083985089,5.424996093734262
Bark - Parental Controls,3.881526,5136,484565,0.5495028270618054,4.290022301393944
Children's doctor : dentist,3.8830276,166802,149315773,0.5033908673279678,6.081779273031055
myQ Garage & Access Control,3.8899214,89132,5661532,0.46316757921192,5.07768956071521
TicketNetwork,3.890625,69,21689,0.509090909090909,3.2035558368382273
Grass Proxy - Secure& Fast,3.8910892,2836,7111430,0.5369510888968225,5.062352096514518
Gangster Vegas Crime 3D Sim,3.8910892,10628,5972549,0.524628854206319,5.050386529000328
Apple Music,3.8911774,546975,108943792,0.5125565850768972,6.030925148333468
Instagram,3.8924353,147010202,4894929797,0.5316311299748404,7.338896491306569
Shopify - Your Ecommerce Store,3.8973649,28141,9080729,0.5000284373666999,5.198219026316433
Bomb Evolution,3.8994412,1831,204935,0.4618082191780822,3.9765044245913947
DamonSX2 Pro - PS2 Emulator,3.9,692,60417,0.47644444444444445,3.5873992397944896
Tag with Ryan,3.9023001,105587,23715910,0.5343057397234324,5.54095095491274
MyNISSAN®,3.903537,6209,200849,0.5212121212121212,4.033690659156723
Baby Panda's School Bus,3.9065156,247301,124455393,0.5396062437792829,6.063573535325358
Dofu - Betting Tips and Live,3.9115226,5617,258681,0.41860630903582247,4.0705477247323225
WNBA - Live Games & Scores,3.9156117,6005,615666,0.5191191191191191,4.362672049903033
MARVEL Future Fight,3.9170444,2997474,112282203,0.5107830024797753,6.099502759909798
Easy Homescreen,3.9192545,1618,149792,0.4433973961562306,3.8776451948778514
Panda Games: Town Home,3.92,4581,6528751,0.5169408626056025,5.05193205599233
Pluto TV - Live TV and Movies,3.920191,602400,158662305,0.49168484413855384,6.142803700155025
ChromaCam,3.9224138,5285,521737,0.5266148891835575,4.31330002318601
Sketchbook,3.923461,626251,120186651,0.43560358910238905,6.032567487299869
Dragon Raja,3.9238281,197519,7356619,0.45723920043745064,5.184607597889076
Magic Tiles 3,3.9368548,3109269,582494169,0.4684073278357412,6.56876592572228
CSL Plasma,3.939709,4856,1349086,0.5546897546897547,4.603443224382963
Stir - Single Parent Dating,3.943005,10251,698313,0.40761272691782163,4.382261074423871
Hello Neighbor,3.944168,498635,53531128,0.5215440094023642,5.838044213731062
Trivia Night,3.950495,701,663308,0.4236311239193083,4.287548322564883
slither.io,3.950783,6718277,544701490,0.49342015151255797,6.5919007489895085
Plug Head Race,3.955645,23732,12779708,0.5472405063291139,5.326516246677714
Hide and Go Seek: Monster Hunt,3.962617,3417,7599355,0.5634383279364145,5.110910535104823
State.io — Conquer the World,3.9691706,499347,54534704,0.5438946379682239,5.863357937519204
"GPS, Maps, Voice Navigation & ",3.9759572,94351,75841016,0.5137974173575623,5.891652859781488
Tap Away,3.9774392,523129,30602118,0.41196439051152794,5.623083841357988
Bumble: Dating & Friends app,3.9779196,756078,58647996,0.4445420253204738,5.844682490880372
Lyft,3.9784262,327148,56069467,0.5703396669356614,5.874190053850537
Dating with singles - iHappy,3.9862475,63421,27034005,0.5174105804578659,5.576625577737241
Dating and Chat - SweetMeet,3.9877863,266852,63480453,0.5464008186858293,5.893806675488146
Yasa Pets Hospital,3.988593,84458,35624363,0.5044854631187357,5.662406572239359
Hoarding and Cleaning,3.9907193,20999,6390015,0.4457535030025737,5.08174749551784
DMV Practice Test,3.991832,8858,852885,0.48987799367374607,4.476526227803794
Target,3.9924889,291188,32177168,0.49755514573309567,5.67067897173372
Google Fit: Activity Tracking,3.9990458,588335,188962466,0.4481491176480587,6.191205327762487
Dating and chat - Maybe You,4.0,45214,14629477,0.5677119525527253,5.409886232529233
Baby Panda's Fashion Dress Up,4.0,192679,107861836,0.5562582139870238,6.048560984704687
Barber Chop,4.0051546,36326,10405738,0.51823094739164,5.279604986772081
Badoo: Dating. Chat. Meet.,4.006964,6220820,336589760,0.5124781076875915,6.478912287478876
Feelsy: Stress Anxiety Relief,4.027496,81322,5859228,0.5809376229830775,5.175688172138717
Google Pay: Save and Pay,4.028625,9439300,977340001,0.5170883107535372,6.8191923049099525
Vivid Seats | Event Tickets,4.031936,21104,3910180,0.5705781990521327,5.000352874806423
FOX Nation: Celebrate America,4.033218,14409,2153017,0.5723687864482089,4.810398437239987
Ring - Always Home,4.03525,150824,22048589,0.49483950961085804,5.546688368674521
Save the Guy: Funny Choice,4.037543,78530,6130828,0.4433422493949815,5.1206648636917045
iFunny - cool memes & videos,4.0381794,660229,36457791,0.5107611962000776,5.7557731135286625
Monster Truck Stunt - Car Game,4.0392156,7931,25914996,0.5060915626182368,5.499760978647683
Tall Tales - Bedtime Stories,4.0416665,24,5035,0.6,2.752228539082161
Dating and Chat - Evermatch,4.0422297,118789,33831204,0.5639613835863394,5.703606478407514
"Picsart AI Photo Editor, Video",4.0431223,11816826,1071060254,0.536543745899376,6.8733517524099454
Dancing Road: Color Ball Run!,4.0446467,751821,224205147,0.5036124641852867,6.295326956876196
Facebook Lite,4.048366,24505593,2832451846,0.5205508522559522,7.17611731674916
Imagine Go: AI Image Generator,4.0545454,2122,340375,0.5204158790170132,4.175216577762982
Messenger,4.0545506,87242226,6044639518,0.5216519217375042,7.446149589145056
Tile Master® - Classic Match,4.0549684,188478,97418968,0.482704756245092,5.992755922121477
Amazon Freevee,4.0561457,7119,7496938,0.5364070846218724,5.142739802019117
FOX Sports: Watch Live,4.057768,53434,14838346,0.5172599663110612,5.41050043547207
Vivint,4.061242,109626,3063095,0.5316232143182937,4.980059761180692
Toca Kitchen 2,4.0627594,1703285,216719799,0.5171473762451225,6.327107453204258
FaceLab Face Aging Gender Swap,4.0641203,567539,40150727,0.5308607861727211,5.798975845526119
L.O.L. Surprise! Disco House,4.06735,58619,17645293,0.5448464163822525,5.481514868928107
Wave: Wear OS Watch face,4.07,8851,374211,0.4335159817351598,4.22591159102759
Eerskraft - Explorations,4.070707,220182,47668081,0.5402748241452642,5.822993551456184
Hotels.com: Travel Booking,4.072879,425253,41286926,0.5597309786123293,5.816897106914282
Save the Doge,4.0729356,237057,70013951,0.5587201404065377,5.950858880343097
Fitbit,4.0748487,1005365,69635290,0.4863729862854551,5.956833740429754
Google Sheets,4.076075,1096438,1311460393,0.4839853340873023,6.8294821275554
T-Mobile Internet,4.0778265,19917,2896143,0.5095364837041129,4.892449326223045
Frontdoor,4.08,294,588172,0.5710344827586207,4.2764455944682345
Samsung Smart Switch Mobile,4.0822506,356728,406487773,0.5149849460918708,6.464777159207358
Beat Battle Full Mod Fight,4.0833797,59107,9878229,0.5294505829201848,5.306410918858645
aquapark.io,4.084017,1425797,274081083,0.5170412494634455,6.39730630160591
Ludo King™,4.085305,9492048,911002482,0.5573412797710893,6.849466914480407
TickPick - Live Event Tickets,4.0886765,7585,1457549,0.5984962406015037,4.693240545667949
Fidget Toys 3D - Antistress,4.089023,178791,127998132,0.5438953569690222,6.115718932614123
Bingo-Cash Win Real Cash tips,4.089286,1093,15212,0.55639374425023,3.257005176005941
Teladoc Health: Virtual care,4.092828,58339,3303959,0.5816024959714746,5.012461262289807
"GoodNovel - Web Novel, Fiction",4.093995,239109,10616987,0.4746093619299361,5.3505739657418205
Red and Blue Stickman 2,4.094737,39535,29982727,0.505933620471244,5.61138556415248
Android Auto,4.096558,3625653,5233131738,0.4946896054880181,7.293934899420819
Guitar Band: Rock Battle,4.0967884,257415,29977559,0.47768310545926435,5.661961192000317
Ramp Car Games: GT Car Stunts,4.097561,4962,11611636,0.5397978130802559,5.26899896119172
VLC for Android,4.0983777,1792960,341993919,0.479609655537075,6.449802604814323
Surveillance camera Visory,4.1,25208,860499,0.5093092615421323,4.549248165582606
Twitter,4.10043,21104327,1447758396,0.5543243820811957,7.0191790193927135
Flashlight: Led Torch Light,4.1030045,57802,10360541,0.5738157894736842,5.347918442467637
Wordle!,4.1035085,116332,8020606,0.4851552560090781,5.250891246041503
Toomics - Read Premium Comics,4.104027,26073,5098568,0.5103903581161477,5.075739585005235
Spark Driver,4.104659,27597,1182685,0.4572008407624846,4.62154706009653
Minecraft Education,4.1056194,66915,11626291,0.5599031433568001,5.381123037662227
Wizz - Expand Your World,4.108838,19826,1346679,0.499313824419778,4.668625044557821
MISTPLAY: Play to Earn Rewards,4.111548,374034,31348292,0.570395185374318,5.749370355002066
Wattpad - Read & Write Stories,4.1131744,4731420,250598368,0.4814563460352035,6.395975221393385
"eBay Motors: Parts, Cars, more",4.113546,5135,1672418,0.506531487619419,4.684878831732136
Snapchat,4.1139655,32906893,2543461851,0.5270045069616163,7.1849611571588055
Piano Music Hop: EDM Rush！,4.1153846,8174,4295031,0.6182358771060456,5.030835851403633
HP Smart,4.11664,628722,102260692,0.5730178700662473,6.122598952486082
Google Chat,4.117284,134140,34917857,0.4948684495008611,5.699594968790645
Pandora - Music & Podcasts,4.118989,3391636,289904322,0.5199582973624497,6.457877589342434
Magic: The Gathering Companion,4.120438,7235,857158,0.5290715372907153,4.512026398658522
YouTube TV: Live TV & more,4.121963,127040,18746351,0.5461549966544653,5.544148393459644
"Drawing Desk: Draw, Paint Art",4.1221676,105395,17361789,0.5610893907762384,5.522730835987194
Robot War: Robot Transform,4.1267605,2392,5908944,0.658752688172043,5.090641094799953
QR Scanner - Barcode Scanner,4.127841,93772,45973271,0.5534601928492191,5.803894793950757
Metrix Watch Face,4.1285715,558,67346,0.5170018281535649,3.653849129873036
Google News - Daily Headlines,4.1300626,1798029,3545126934,0.5007467210680348,7.169681206522738
Pokémon GO,4.1303926,15456576,470153962,0.5203197478351418,6.659202971217296
WOMBO Dream - AI Art Generator,4.1340756,521723,18345347,0.5060574346471001,5.570025032674768
DoubleDown Casino Vegas Slots,4.1349397,460955,31181637,0.5044191343963553,5.721119218409477
Google Docs,4.1384063,1772537,1475315480,0.4979160214000044,6.908709022598733
Carvana: Buy/Sell Used Cars,4.1460395,32362,2260290,0.5677957720360984,4.8833455706899285
GPS Satellite Maps: Live Earth,4.147059,31853,16775625,0.6063924070523901,5.495159989130326
Boo: Dating & Friends App,4.1470985,251752,5623067,0.4614434857224579,5.170895651882985
Fonts Art: Keyboard Font Maker,4.147175,92613,17816009,0.5673125526537489,5.535797999535539
Little Panda's Ice Cream Game,4.1487603,110566,67625180,0.5792848536459418,5.94553481926166
Idle Lumber Empire,4.152274,688977,57655217,0.49723795077981553,5.917542449033588
Workday,4.153122,103834,12268540,0.5524838678609265,5.42326537285284
PayByPhone,4.1559057,76818,11916893,0.5724701838445915,5.41467800389579
YAHTZEE With Buddies Dice Game,4.158866,258511,17909317,0.5065031624146535,5.544097598225948
Microsoft Start: News & more,4.159554,202256,8947007,0.5114667853346189,5.333504279732835
UKG Dimensions,4.1622777,33645,1311956,0.5369757141583187,4.713064237709003
Going Balls,4.162418,535657,218688465,0.5541582028916239,6.344298316844037
ABPV America’s best pics&vids,4.164505,159947,7411054,0.5060627848671089,5.2670940986330965
Sword Melter,4.164557,7994,1323185,0.515474251346949,4.646924545244116
All Video Downloader App,4.1659636,279725,52079010,0.5561233467571762,5.896008678272684
USAA SafePilot,4.168261,22844,434718,0.4940537700324021,4.352942107074957
Shield: Antivirus Launcher,4.1717353,22733,2271443,0.52927977473712,4.85668209045641
Lingutown - Learn Languages,4.171875,1286,3234350,0.5632398753894081,4.857600464531308
Blood Pressure - Take Pill,4.172414,289,443989,0.6064516129032258,4.215285387958025
Messages: SMS Text App,4.174312,473,146595,0.5341880341880342,3.887632349777834
My Talking Tom 2,4.1755347,5307624,700125774,0.5280002502096542,6.761084135567278
Fluvsies - A Fluff to Luv,4.1777377,289082,80387174,0.5508886159594527,6.026106016420317
"GPS Maps, Navigation & Traffic",4.1777935,310073,34453243,0.569028857845999,5.789813863775544
Venmo,4.179566,693797,48783159,0.5858000873459375,5.9373639884210085
Video Player All Format Hd,4.18,4476,2186395,0.5598364379827351,4.79416535476156
MangaToon - Manga Reader,4.180759,663243,37877823,0.5294630484901396,5.8224608780474245
Zoom - One Platform to Connect,4.185785,4097624,1017653931,0.52982078938769,6.86757592732414
Twisted Tangle,4.1893806,67610,3355371,0.4978724663411747,5.002061750910347
Minimal Watch Face by HuskyDEV,4.1904764,149,28023,0.5957446808510638,3.3651128255102427
Reload Rush,4.1904764,18267,4081316,0.5040065771444231,5.012194020564561
Paramount+ | Peak Streaming,4.190913,324412,28793227,0.5453626297748514,5.727202299398759
Plants vs. Zombies™,4.191234,5633208,479526321,0.5385514398616768,6.665190043074984
Princesses - Enchanted Castle,4.1923075,3277,3252655,0.6705053598774885,4.947576094350112
TIMEFLIK Watch Face,4.195298,54890,8404478,0.5506243505842463,5.295982437752929
Tiles Hop: EDM Rush Music Ball,4.196031,3285408,543538199,0.542560911727115,6.686737813428321
BoostOne,4.1977077,88895,1526699,0.5120350995612555,4.792187023807727
Parking Jam 3D,4.1984177,1489938,128008884,0.48568431296877357,6.18666677060372
Clean Digital,4.2,89,21103,0.6,3.257555893172487
Facer Watch Faces,4.2032943,143588,12741087,0.5387463435018804,5.453129726955674
Genshin Impact,4.206916,4193872,80357924,0.5816617618515546,6.165993352095085
FlipaClip: Create 2D Animation,4.208708,610611,49738315,0.5045122300744368,5.890848493352325
Coloring & Learn,4.2158895,242623,150769529,0.5223834812151598,6.198537238846934
Scrabble® GO-Classic Word Game,4.2177477,474905,28456875,0.5183238223588621,5.728537971820287
Hero Wars – Fantasy Battles,4.2178087,1537590,99210218,0.5506152204211946,6.167181987403807
Melon Playground Mods,4.2178216,3919,177528,0.5516888433981576,4.052799353837564
PicSo – Customize Your AI Girl,4.219626,18813,1179182,0.5217548524328636,4.662912070743115
Rainbow - Monsters Guys Aid,4.22,2896,684050,0.6605207600281492,4.48217999848236
YouTube,4.2229943,149657636,14221237760,0.5633748444900205,7.831363031536168
Imagine : AI Art Generator,4.223176,50137,4772886,0.6160678304239402,5.1700805728734265
Amazon Prime Video,4.225566,3951981,563445254,0.5349886157581794,6.708895178312101
WhatsApp Business,4.226459,11255548,995318419,0.5597631775532209,6.9394010233557
"PayPal - Send, Shop, Manage",4.227313,2970154,314493266,0.5801660188307305,6.561562620552686
My Disney Experience,4.227325,128696,7139487,0.5318859274224882,5.280222286229165
Gear Proxy,4.2285714,7344,16229988,0.6361050328227571,5.456578895631751
Paper Princess's Fantasy Life,4.23,7703,7362420,0.6587591240875912,5.235038102444484
SeatGeek – Tickets to Events,4.231094,28049,6021663,0.631193838254172,5.222643402523154
PowerWasherMan - toilet clean,4.233645,1671,600631,0.5079710144927536,4.358543687586082
My Talking Tom Friends,4.2354527,3368735,499494101,0.5561834636230699,6.687580603838802
Vidify: Status Video Maker,4.235955,844,1406574,0.5725961538461538,4.606006014652474
Stormshot: Skull Isle Odyssey,4.2380066,126146,9591657,0.5134426333481322,5.357677401084443
Rush Royale: Tower Defense TD,4.2383757,559786,36826262,0.539090572907269,5.831986700487281
Tetris®,4.2391596,263720,23212010,0.5172088719677521,5.650641751419163
Legend of Slime: Idle RPG War,4.2419534,132219,10676637,0.5450504561477828,5.412309194151619
CARFAX Find Used Cars for Sale,4.2429175,16786,4712124,0.5486919730647757,5.08600817179825
Health Tracker,4.243243,457,176769,0.6722838137472283,3.996883530562615
TOP GUN - hybrid watch face,4.2442527,18672,560427,0.5105096736159495,4.443872108538504
Tall Man Run,4.2447534,393828,99794927,0.5320460634070162,6.109832393961771
Google Home,4.2468653,2079819,468764306,0.5367879454315276,6.638263543145509
Mini Block Craft: Planet Craft,4.2469573,209035,41243365,0.5629808957423295,5.843957711620616
Piano Game: Classic Music Song,4.248193,246464,76249664,0.5506145469163023,6.024935015840019
Undawn,4.2492623,58860,2535905,0.5561880809556987,4.963272714751485
Yowin Play:Justplay money tree,4.25,893,599555,0.6505050505050505,4.386567244690324
Flower Watch Face,4.25,6014,435647,0.5460296320958881,4.339369661512031
Skibidi War - Toilets Attack,4.25,20792,783817,0.5011031359892095,4.542927225198073
Paper Princess's Dream Castle,4.25,14664,8492114,0.5554568441194561,5.259837995169131
BetterMe: Health Coaching,4.2505894,335405,29096540,0.5168480497098865,5.729904601021417
Text Me: Second Phone Number,4.2515163,516298,46564476,0.5708090979699433,5.924759917363398
OctaApp – Donate Blood Plasma!,4.252066,2428,538237,0.5653179190751445,4.369433276079927
Google Earth,4.254265,2928242,495458864,0.5458355644923338,6.677966734374488
Remini - AI Photo Enhancer,4.255345,2784207,181877740,0.5919709371574219,6.416819548839031
Chispa: Dating App for Latinos,4.255442,88284,3524013,0.5477287659439498,5.074113353952778
Google Wallet,4.255458,1429805,656582230,0.5608702798237228,6.745143987861317
TUDN: TU Deportes Network,4.256228,103569,8112938,0.5674256029971226,5.3390941493010216
LinkedIn: Jobs & Business News,4.258003,2642129,1311866992,0.5432161846280551,6.962243305815508
KakaoTalk : Messenger,4.2592278,3164732,234220816,0.5624672954369078,6.474471711255699
Mob Control,4.259383,259985,60559834,0.5434151257659626,5.957273560433141
Thief Puzzle: to pass a level,4.261292,239754,154294333,0.5409677002206713,6.2303167029112165
Clash Royale,4.263999,36373039,491604229,0.5952733626290532,6.827001528529465
Head Ball 2 - Online Soccer,4.264725,2168206,151993790,0.6045511655581488,6.366612931442047
My Talking Angela 2,4.26508,1852966,220354509,0.563052155947557,6.436901659310789
Pizza Hut - Food Delivery & Ta,4.2669163,878303,20985659,0.5484466547800405,5.700683652525299
Photoleap: Photo Editor/AI Art,4.267465,97602,6526315,0.5646897230365527,5.27380830736155
Amazon Shopping,4.267651,3380329,698152066,0.5704735646329342,6.810562149760922
Block Craft 3D：Building Game,4.268969,2537325,346602087,0.5704912553822507,6.5915058360480545
Super Wedding Dress Up Stylist,4.2728357,212957,25733747,0.5162219414475137,5.681259698490193
Blood Pressure App,4.272975,243811,50222391,0.6451950097843344,5.972983234878462
NatureID - Plant Identifier,4.273595,34478,3381866,0.6397586166879424,5.0791186094911795
Wallpaper 4K HD,4.2765956,10054,679870,0.575684556407448,4.514080948986524
YouTube Studio,4.2786627,1833211,220073606,0.5510617684794847,6.431268089606059
Text or Die,4.278981,288754,20837092,0.5390121421595451,5.648845750168219
Happy Hospital: Doctor ASMR,4.2793055,39716,8074909,0.5853454572932671,5.312548879825533
Kick the Buddy,4.2815285,3538720,380264120,0.5736876253991579,6.640181219134808
Super Bino Go:Adventure Jungle,4.281729,535968,195236939,0.5602752993824799,6.353023639885903
DoorDash - Dasher,4.282475,208855,15808530,0.5706173300582713,5.576327821882026
Perfect365 Makeup Photo Editor,4.2827587,785819,58746144,0.5404675430447564,5.998767731629767
"Discord: Talk, Chat & Hang Out",4.2855473,5324016,394387527,0.5583031226010713,6.656403641174577
PBS KIDS Video,4.285796,52771,14087308,0.5698864820816041,5.482333418464531
Traffic Rider,4.2860765,8375787,530806945,0.5469368057657373,6.753118171513893
Local News - Latest & Smart,4.2872696,18163,6258823,0.5691214541448637,5.1949132489746805
Albert: Banking on you,4.288222,68709,6106937,0.5974790405216581,5.264936721970651
Play To Win: Win Real Money,4.28833,48289,3796060,0.5604241746406529,5.086092908956627
Tizi Town: My Princess Games,4.2884617,24458,16113410,0.6248257768303681,5.520106243074617
Toca Life World: Build a Story,4.28912,5176439,212366202,0.5523570784992219,6.46829307385692
Dave - Banking & Cash Advance,4.2891297,474426,10200417,0.5977509427280833,5.505402711620087
Google One,4.289791,475461,1234902794,0.5587873408616241,6.898189918433934
Figgerits - Word Puzzle Game,4.2898855,76076,8030509,0.5194084007099191,5.301740945363832
Extreme Car Driving Simulator,4.292188,4465758,534621027,0.5740284308399508,6.7552698918464475
