title,score,ratings,installs,gini_coeff,popularity_index
Live Video Call - Global Call,3.5384614,188,313972,0.5471264367816092,3.9975652274571774
Xray Body Scanner Camera Real,3.5384614,1402,877082,0.5138305575669805,4.353088620366135
"Haircut prank, air horn & fart",3.54,13304,41530073,0.3772318391412805,5.525125812202372
Blood Pressure App: Bp Monitor,3.5445545,20059,7025649,0.5225812967077358,5.040788711312234
Mehndi Design 2023,3.5454545,46,196482,0.5,3.813498604799497
Snake Run Race・3D Running Game,3.55,57995,29674237,0.392019588908815,5.46086279577186
KakaoTalk : Messenger,3.5621622,3164134,234363761,0.4784952118304445,6.18909965527635
EduPloyment,3.58,1671,936105,0.5228175797712221,4.385607322631883
EasyConnect,3.5847456,33990,12437412,0.566573340013557,5.2441737619195665
Beat Racing:music & beat game,3.5857143,3272,10939889,0.44625267665952895,5.11904467945174
Hyper PA,3.592233,16276,4239406,0.29611285652682806,4.840067336264151
App Cloner Premium & Add-ons,3.6,24307,7577884,0.6139358142992855,5.104737588410908
Punjab Land Records and Fard,3.62,168,80468,0.5658536585365854,3.602731442835201
PUBG MOBILE,3.6312234,44471980,728855104,0.5702678815784169,6.651745863711975
Qurbani Animal Transport Games,3.6363637,91,109963,0.4404494382022472,3.6615023146723127
"mjunoon.tv: Live News, Dramas",3.6386554,6038,2053890,0.45876305753606367,4.649370190269289
Battle Shooting Game 3D,3.6448598,9331,5178543,0.5238239102287441,4.9523012549913
Sim owner detail & Sim On CNIC,3.65,421,332081,0.5990338164251208,4.06211427238981
Candy House Cleaning,3.66,2588,4125221,0.39766718506998444,4.8235714953231685
Ramp Car Games: GT Car Stunts,3.6699028,6058,13955425,0.42132803444278855,5.213953212857503
Recover WA Deleted Messages,3.6756756,12317,2189299,0.528198029476427,4.713231600646042
Dawaai - Medicine & Healthcare,3.6810126,12322,1130374,0.5505358882754141,4.525781246754873
AI Home Design Interior Decor,3.6875,759,83536,0.4381471389645776,3.64911041700382
MIGO Live-Voice and Video Chat,3.6899383,46100,15714056,0.3231761054071068,5.271003146416971
Eid Mubarak Name DP Maker 2023,3.69,602,381923,0.4956521739130435,4.10203711920543
Ehsas Program Register Online,3.69,397,203043,0.5595907928388747,3.9135828661483556
Call & SMS Blocker - Blacklist,3.6927502,202838,9855976,0.48385302644813916,5.225249140543247
Zindigi,3.700211,14329,4735173,0.5344875733035465,4.952807717375875
Lucky 2048,3.7029703,2487,1463632,0.5873888439773646,4.566167604709599
ZEE5 Tips Watch TV Shows,3.7142856,47,8696,0.5777777777777777,2.9114235993928106
Gangster Vegas Crime 3D Sim,3.7222223,11805,6470323,0.5027119222241174,5.03506709478044
Draw Happy Queen : Puzzle Game,3.72549,85050,14284698,0.40468020926615456,5.290939874721733
Diana and Roma Videos,3.7272727,203,223549,0.49353233830845766,3.913656115575257
Filters for Pictures - Camera ,3.7291667,3965,1433639,0.5253912165572943,4.564249399210273
Kawasaki Ninja ZX10r Wallpaper,3.7297297,388,1114043,0.4685714285714286,4.406976477826484
Road Construction City Games,3.7333333,4646,2585644,0.48925263838035754,4.734739119192177
Heart Rate Monitor: BP Tracker,3.7368422,1141,2497563,0.6105263157894737,4.711374308925698
Cake Art 3D,3.7425742,36718,28086116,0.5021283589448599,5.506725615199658
City Car Driving 3D Car Games,3.7425742,1273,1179772,0.49760765550239233,4.46725583805438
Cheetay - Grocery Shopping,3.746801,37739,3863842,0.5319552658080245,4.931697215562009
San Francisco 49ers,3.75,11817,879288,0.5000000000000001,4.450636980581558
TIMEFLIK Watch Face,3.7524753,55048,8454401,0.5406748130585446,5.178707980044146
Twitter Lite,3.7530863,216428,50101930,0.5420635067408873,5.746278794553051
Reload Rush,3.754902,22737,5190073,0.5352025746153506,5.006402427222308
High School BFFs: Girls Team,3.76,68650,20551565,0.4469525290676146,5.4155622789377444
Lucky Fruits,3.7623763,1172,504709,0.5239242685025818,4.222334377166659
Fidget Toys Trading・Pop It 3D,3.7642858,462388,113532131,0.3700033521848676,5.939438979466778
Dress Up Royal Princess Doll,3.7735848,15922,8969129,0.45351811023622046,5.1352188163391475
WebComics - Webtoon & Manga,3.7771084,214509,9631431,0.4584195778068373,5.23119464411214
Microphone Amplifier,3.78,14020,718037,0.45756034668003726,4.388919355212612
Pharmapedia Pro,3.7804878,45,21687,0.5714285714285714,3.1853234429754735
Golootlo,3.7874186,36275,2985330,0.5064762482423975,4.855173267808702
Infinity Clan,3.79,12646,5335678,0.45215177790151945,4.977505923252528
Paisayaar-Personal online loan,3.7920792,536,102734,0.6446529080675422,3.7564669325317945
tonestro: Learn to play Music,3.7931035,2850,749420,0.475,4.360077288804784
All Video Downloader & Player,3.8,45,14573,0.5666666666666667,3.068843531167604
NB Power,3.8,10,9893,0.68,2.901188074531417
Pakistan Railways Official,3.8037066,63591,4832251,0.5521868365180467,5.035802477494731
Zarya App,3.8040817,2286,1133918,0.5432077125328659,4.495885834279009
Guess The Drawing,3.8055556,3336,5113900,0.5560887822435513,4.958986868883241
Eid Mubarak Photo Frames 2023,3.8090909,421,305732,0.5598062953995158,4.054284798046559
Vlad and Niki – games & videos,3.8137932,44627,22758527,0.43887518500246675,5.4424597877470235
Lexicomp,3.8163266,2873,2055698,0.44947735191637633,4.655527937924937
"AI Art Generator: Photo, Draw",3.8169014,1658,286884,0.49454094292803974,4.068445869503402
Baalveer Returns Game,3.8181818,89,65264,0.618181818181818,3.549845861336225
joomusic,3.82,647,237629,0.45625,3.9728668526406725
Flowers Wallpaper,3.82,2249,1457085,0.4907608695652174,4.558100785055456
US Bus Simulator Driving Game,3.82,5519,4625165,0.5295549500454133,4.940355497702768
ScaleMan,3.821782,7179,24687508,0.4814973567652522,5.431637075215737
Wearfit Pro,3.8254716,65946,14268257,0.4039992717562811,5.30349484368326
Suzuki Hayabusa Wallpapers,3.83,702,1575060,0.5358600583090379,4.556560127968008
Log Transporter Truck Driving,3.83,18435,11860347,0.46561479869423283,5.237317279669868
elo,3.8300765,12129,2628616,0.5266144329896907,4.799552723086384
Eid al Adha Frame With Name DP,3.8313253,103,47274,0.548,3.4500513591758515
Grand Cheat of Vice Nice,3.8333333,1899,506825,0.531921651667549,4.2536651526913
TeenPatti happy Club,3.8396227,820,770090,0.5698159509202454,4.358983931915609
Writing Wizard - Learn Letters,3.84,7517,7229154,0.4616907437132156,5.064701328589917
Little Fire Station,3.84,9581,8177946,0.42618135376756067,5.096574547541184
Watch Faces Wallpaper Gallery,3.84,1901,539390,0.536,4.274376556580804
Digital Informer: Watch face,3.84,858,34525,0.4475728155339806,3.4162629711749677
Little Panda Policeman,3.84,159290,95906095,0.49016334578532594,5.931836311690102
City Bus Simulator - Bus Drive,3.84,4451,4397888,0.5569070766448112,4.930786106906133
Save the Guy: Funny Choice,3.8431373,84688,6779650,0.47923497913686924,5.125232920288691
Fidget Toys 3D - Antistress,3.8431373,179086,128813777,0.4536310217995873,6.007435063002885
Remove Background From Video,3.8550725,2000,216298,0.5092385786802031,4.002024185962818
Jazz DiscountBazar,3.8561873,15108,3536016,0.5436006091504999,4.906108578150914
Toyota Supra Simulator GT Race,3.857143,104,40286,0.6873786407766991,3.430046785242559
Superhero Flying speedster,3.857143,560,549540,0.5727598566308244,4.248673955001368
Sehat Kahani App,3.8584905,1019,997163,0.5458128078817734,4.440384961030759
Land Cruiser Drift Simulator,3.86,5101,1162967,0.5014150943396226,4.528030114960736
Live Earth Map: GPS Navigation,3.8666666,2887,1799718,0.5289279437609842,4.647913614018966
Da Fit,3.87,174876,37752128,0.44260807040754696,5.6441267568486095
Bridge Race,3.870214,1675665,311858675,0.36905339124975084,6.292219272443391
WiFi Passwords Map Instabridge,3.8838263,2198636,175468165,0.5239856849673964,6.21850914356336
Hello Kitty Nail Salon,3.887584,693465,204594388,0.5205732789222448,6.228074699906733
UPaisa – Digital Wallet,3.887771,13177,3450741,0.559653784830309,4.907257936032052
Biker Challenge 3D,3.8888888,1514,9145432,0.4500330906684315,5.091424452771018
Colorfy: Coloring Book Games,3.8899298,875172,66540746,0.454785930641139,5.868565975610839
FamiSafe-Parental Control App,3.89,20528,5701324,0.5371270499901205,5.0629919672467985
Coach Bus Driving Simulator,3.8910892,6256,3957988,0.5601548636876915,4.922806836939996
McDonald's,3.8914373,540704,124524845,0.5678614102388624,6.098526494922954
Cute Pigeon wallpaper,3.8965516,179,229251,0.4695652173913043,3.9311174016252686
Number Master: Run and merge,3.8971963,69396,44994846,0.4840366230540392,5.693979937942171
Meri Sehat,3.9,259,126144,0.5875,3.7928329717665767
Advance Car Parking: Car Games,3.9011407,134777,74143743,0.47623629331017026,5.8595501358361695
Girl Talk – Girls Live Video C,3.9029126,3030,724078,0.5632978723404255,4.397743883741177
Car Driving School : Car Games,3.9042208,266727,99711654,0.5295780351806091,5.994625274739041
Charis – Video chat online,3.91,684,643877,0.6867362146050672,4.340945591257713
Smart Dash Cam,3.91,3086,1941974,0.4829815303430079,4.666115521174762
Pakistan Railways All_in_one,3.91,161,97811,0.6064516129032258,3.7035027658414883
Video Downloader and Player,3.9126213,7969,3664160,0.4987287602265576,4.891227905053787
"PC Games Radar for Epic Games,",3.913793,3873,1079913,0.5243626806833114,4.514236352694926
Universal TV Remote Control,3.9155843,429772,116878898,0.5425430980302699,6.066891513745489
Kids Coloring Pages For Boys,3.9189188,564,2416007,0.5212121212121212,4.686146821163515
Baby Panda's School Bus,3.919708,247613,125204818,0.518491054804501,6.0587611266728345
Block Crazy Robo World,3.92,117963,68561040,0.5135549263199068,5.854325258525846
Futafut Prime,3.9222221,97,54487,0.56,3.501906381441477
Kite Game: Kite Flying Games,3.9333334,167,367268,0.5515527950310558,4.089791985810311
Graana Real Estate Marketplace,3.9341316,3416,972382,0.5686309000293169,4.4972010418455755
Baby Panda's Fashion Dress Up,3.9363637,192958,108721232,0.49584634652060716,6.002359612302197
Tv Sports - Live Match,3.9375,144,60984,0.5044776119402985,3.541940023460866
Finger Paint Coloring Book,3.94,1617,3184855,0.4744186046511628,4.793938939817698
Tesla Proxy Pro - Safe & Fast,3.94,5770,2814142,0.4985183894021265,4.807431077503644
Dil Ka Rishta,3.9406896,7849,592030,0.527163798597833,4.368730885545836
Kurti Designs,3.9423077,962,515969,0.541077085533263,4.255378526467181
Tall Man Run,3.9438596,397858,100910617,0.4676283268169418,5.989838418314682
Phone Case DIY,3.9486165,740242,209021189,0.4198326426543691,6.198974485776371
HD Video Player,3.95,5152,3579897,0.6071484681853888,4.915088652228748
Daily Weather,3.95,27500,22754895,0.512131747483989,5.48661909459766
City Train Driver Simulator 2,3.95,21843,10512118,0.5187520102926986,5.252628093101908
Twerk Race 3D — Running Game,3.95,96721,89278970,0.5105384759486293,5.932738025240107
Little Panda: Princess Makeup,3.95,149141,94339555,0.5204755188394117,5.9678454461867965
"Drawing Desk: Draw, Paint Art",3.950495,105460,17597951,0.5204073474826306,5.458942512338552
Cash Bubble Win Real Money,3.9514563,12984,310924,0.5240052741797875,4.199717940796622
Card Game,3.9519231,324,215669,0.5667711598746081,3.9632383917319185
draw flights - drawing puzzle,3.9519231,28773,11704477,0.4749040139616056,5.275592289978042
Punjab Online Land Records,3.952381,2392,437735,0.5376308078694014,4.241638885160646
Rainbow - Monsters Guys Aid,3.952381,2990,706401,0.47659859390693005,4.370943465138728
Live Tracker Pakistan,3.95283,563,170464,0.5992857142857143,3.924350830224866
Slow Mo Run,3.9565217,68238,11627169,0.42250837890280474,5.278028529615304
Learn Kali Linux Quick Guide,3.9642856,1464,922618,0.4645789839944329,4.423464195032753
Remote for Samsung TV,3.967742,5112,2381828,0.6196124486200822,4.802526744939275
Real Cricket™ GO,3.9695482,287880,44439633,0.4754602931980824,5.747865060154659
"Beauty Camera -Selfie, Sticker",3.9723756,47888,16849174,0.5974103127287941,5.460010922059571
Pak E-Services,3.9746835,2663,632864,0.5362438840797893,4.358040053703341
Mehndi Design – Mehndi Designs,3.9772727,89,109741,0.5909090909090908,3.718182565827515
Learn Music & Songs Xylophone,3.9772727,1753,2296036,0.4187321530553969,4.68741569581194
Flag Proxy-Fast&Stable,3.9803922,45313,24330826,0.5905527815827847,5.5659724016133945
Online Tracker for Whatsapp,3.9818182,19663,121379,0.5219325544615071,3.9478290768963635
CashBird: Watch&Play To Earn,3.9833796,30831,7318926,0.5400344144670628,5.17429428179542
Fashion Dress up girls games,3.984496,43868,57511589,0.47255112532845883,5.767439694149468
B-Love Network,3.9849455,78559,9750213,0.5637113612058868,5.304185962694243
VFly: Video Status Maker,3.9858155,9625,4468201,0.5151886890529161,4.977201379429204
Ult Player,3.9873886,44122,9259038,0.5137740297424737,5.245558278253141
Simple Digital: Watch face,3.9879518,5286,253533,0.5050373491668263,4.106381179900146
OLX Pakistan - Online Shopping,3.9891272,428697,26762105,0.550479713921151,5.657587938952932
Little Panda: Sweet Bakery,3.99,39841,41703253,0.5496751269035532,5.705199859154031
HD Video Downloader App - 2023,3.990196,13701,11026932,0.5880540064572938,5.288077116071797
Join Clash 3D,3.9997423,2073284,361299895,0.4460007292975013,6.419780583927901
KTM 1290 Super Duke Wallpapers,4.0,1449,3143663,0.5523809523809524,4.820118609823794
Easy Proxy: High Speed Network,4.0,19012,8234533,0.5772133142826904,5.211687775612338
Book Flight Tickets by Pegasus,4.0,64239,8321779,0.5747620101837503,5.259434714350442
Coco's Spa & Salon,4.0,2134,5599099,0.5309056061332056,4.999101806526492
Magic Piano:EDM Piano Game,4.0,4143,4920118,0.46423569186186914,4.960420563808668
Music Dream Tiles:Piano Game,4.0,157,168074,0.7008,3.8957845467878083
DIY Makeover: ASMR Mask 3D,4.0,1558,3294942,0.5449871465295629,4.834448119055332
Indian Bike Game 3d Driving,4.0,1619,1643964,0.5789473684210527,4.640182523536406
Stick Fight: Endless Battle,4.0,27470,10422119,0.600051276416511,5.305423541740056
StarMaker: Sing Karaoke Songs,4.0041556,3481953,387404601,0.5775732129609924,6.543468725668372
Video Download Player,4.007653,46712,8855762,0.49213897099772946,5.22904329010815
"Word Office - PDF, Docx, XLSX",4.0096154,97936,40397008,0.6109179366101453,5.763512806069572
Ball Run 2048: merge number,4.0121064,202710,108558652,0.47701816745655606,6.01326044815821
Talking Tom Cat,4.013153,2603115,549727949,0.4539141679475767,6.55994721378148
Miami Rope Hero Spider Game,4.014785,166137,128592022,0.5395195914901817,6.091022407897869
Real World Cricket Games,4.0151515,6939,2790264,0.5610734381763093,4.849932650978923
Farm Land - Farming life game,4.017021,393997,43758272,0.46167499402768114,5.757927612590141
Coloring & Learn,4.0183487,243231,151470195,0.487163354182859,6.125112833210257
Online Vehicles Verification,4.019608,313,310061,0.647557003257329,4.099670792757811
Motorbike Stunt Super Hero 3D,4.02,4189,1977244,0.5690303907380608,4.732533039070094
Benazir Income Support,4.02,212,73627,0.5903846153846154,3.642611696737069
Read Quran offline,4.02,1912,577705,0.60534871525957,4.349718437291851
Love Photo Keyboard Theme 2021,4.020408,1356,1157939,0.49803328290468996,4.507072593553931
Perfect365 Makeup Photo Editor,4.023256,785794,58807016,0.5231425057233003,5.9059379560772385
Truecaller: Caller ID & Block,4.023409,19019549,1132206729,0.5707221155531683,6.923709655365232
Instagram Lite,4.023669,1063629,283638159,0.5134370965603553,6.37629637336589
Ludo Game,4.0255537,77386,42552695,0.5057923045097228,5.7219934656951414
Girls Hairstyles Step by Step,4.0277777,855,429172,0.4981949458483754,4.197074942723674
Sexy Girls Live Video Call App,4.029703,5413,2516816,0.5722170426999814,4.817229692890497
Android Secret Codes and Hacks,4.029703,3361,253928,0.5053512705530643,4.097297445277461
Street View Live Map Satellite,4.03,3947,1704903,0.5467485919098822,4.680132432598841
Little Stories: Bedtime Books,4.03,5839,2049680,0.5613778705636744,4.755302093180269
Girls Whats Groups Link - Join,4.032787,116,49777,0.6392857142857142,3.512129959338037
Barwaqt - Loan Money Cash,4.0344143,377950,13755980,0.6259255339415363,5.514327833847995
"Tamasha: Live Cricket, Movies",4.0358624,92141,20634784,0.5345778568870269,5.530867011924671
Megapolis: City Building Sim,4.0360723,1504663,93864412,0.5318294876184714,6.076104769267294
LP: Dating Video Chat Live,4.037736,165686,12505683,0.5700832095455479,5.423828041690116
Indian Wedding Dress up games,4.037736,19078,10501089,0.5291835339887493,5.2718617621658455
"Sastaticket Flights, Bus",4.0397353,3279,921274,0.5996944699052856,4.512178000473837
Ice Princess Makeup Salon,4.04,4329,4061922,0.5759924829692271,4.953991398187348
Marvel Unlimited,4.04,74739,7456026,0.5342940488513087,5.22338889147263
BowloMeter - Check Bowl Speed,4.04,1733,412663,0.5483720930232558,4.2309779502033695
Mad Skills Motocross 3,4.04,89592,35397664,0.49601178716137023,5.670949907892091
Game Show – Live Quiz Pakistan,4.04,246,50742,0.5836065573770491,3.5405011677936775
Piano Game: Classic Music Song,4.0478263,247650,77232346,0.5225610200069576,5.953564880022589
Update Software App: Updates,4.05,2953,66946,0.5044847654912701,3.7056537396751996
Mars Proxy-Fast and secure VPN,4.054348,2397,4425946,0.593842260649515,4.965516069853474
Sim Owner Details 2022-2023,4.0543933,1913,283219,0.5722367731796753,4.134875110229708
Clash of Empire: Strategy War,4.0559006,172527,15657542,0.4732336459452397,5.443560745766188
News 9,4.056604,25287,7675699,0.6154698757026364,5.233802520313327
Park Master,4.058319,516733,147325405,0.5157567697837967,6.169533652277926
Blood Pressure: BP Tracker,4.0588236,68,134725,0.632258064516129,3.784741527935243
"Drawing Apps: Draw, Sketch Pad",4.059406,3769,3654301,0.4917381974248927,4.889251359363776
Broken screen wallpaper HD,4.059406,2650,2386271,0.575161412837068,4.780342437740819
Wordoo,4.059406,829,327670,0.5542579075425791,4.138010793355586
Eid Mubarak DP Maker With Name,4.06,152,88475,0.6340136054421769,3.697618118805703
City Train Driving Simulator,4.06,4155,6602180,0.5601744186046511,5.094767747367667
Car Parking 3D : Parking Games,4.06,1407,2379804,0.540691685062546,4.742764154309948
Little Panda's Town: Mall,4.060606,9468,9101777,0.4304701531959852,5.167202714318894
Car Cops,4.061674,100942,21303254,0.5306032602229008,5.548371090585603
Blood Pressure Tracker App,4.0686274,836,83014,0.5421686746987951,3.7315210116205333
Velociraptor,4.0686274,4694,5546099,0.5822882999353588,5.058136265664013
GPS Photo: With Location & Map,4.069307,4962,3173292,0.543617240668179,4.879569337551076
GPS Navigation Live Map Road,4.069307,27771,16879422,0.5332272875167203,5.435482501151846
Makeup Tips 2022,4.07,4265,1380818,0.5529049087028693,4.631080291190559
Pk Cargo Lorry Driving Sim,4.07,678,522939,0.5232142857142857,4.260439943344491
Photo Video Maker with Music,4.072165,47956,15944554,0.5433168471796157,5.444475866974729
MangaToon - Manga Reader,4.0723686,663896,37959567,0.5159782269339884,5.7813038172589994
Anime tv - Anime Watching App,4.0731707,4255,360442,0.4635786503644486,4.200932468558479
Geo News,4.0740485,55428,13815272,0.579191627571274,5.426220346413662
Mehndi Design 2023 (HD),4.076923,862,919399,0.5252380952380953,4.43894621578933
BILIBILI COMICS - Manga Reader,4.078591,268602,24990351,0.48816370939495785,5.611075853151094
MANGA Plus by SHUEISHA,4.08,62605,11816719,0.4985555573368389,5.344657629581712
Race Master 3D - Car Racing,4.0802536,1644217,223059963,0.49139784946236564,6.322772964473259
OyeTalk - Live Voice Chat Room,4.0802965,22068,7854251,0.5184789013280151,5.195867821671078
Mehndi Designs 2023 HD,4.081081,316,401755,0.4894568690095847,4.144253408747206
TNAOT - Khmer Content Platform,4.0833335,11052,1448506,0.43333333333333335,4.633722261379836
"Careem - Ride, Delivery, Pay",4.0838933,1296677,49930677,0.5937879193347251,5.941089275340131
UdharPaisa-Safe&Reliable loan,4.084785,38740,1476332,0.5784685289409821,4.755086711008609
"BiP - Messenger, Video Call",4.086614,1296649,82729463,0.5699419762922673,6.075343293189014
All Video Downloader App,4.0887575,283749,52462144,0.5032888870090549,5.843961515985975
Snapchat,4.08886,32947391,2552165934,0.5135455177648484,7.165053290381524
ArtistA: Cartoon Photo Editor,4.0889063,373025,28333038,0.5590439751073168,5.705313632549347
IEEE,4.09,2799,1471803,0.5109182935647143,4.6212319400533275
Formula Racing: Car Games,4.09,9558,12581657,0.4855142703284868,5.292588868064428
Drifting & Driving-Drift Games,4.093168,6504,3004650,0.5352823511309432,4.875316169210106
Bike Racing: 3D Bike Race Game,4.09901,8397,8509572,0.5833691756272401,5.215774052338619
MooReader,4.1,8045,6435976,0.5482982982982983,5.11630643167
BabyBus TV:Kids Videos & Games,4.1,6754,9018522,0.5284688995215311,5.201335015834275
All Movie & Video Downloader,4.1,1967,1631669,0.5694287184765826,4.661192704508211
Dragon Tiger Slots - Up Down,4.1,94,130984,0.6711111111111111,3.8048306624421557
Bridge V+ fun bridge card game,4.1,11536,3734855,0.48101709776413853,4.939134475076726
Facebook Lite,4.100168,24529958,2838706564,0.5422872564533718,7.214402972264745
Default Music Player,4.1003237,718439,135371704,0.5402680636442165,6.184255755766786
"WiFi Map®: Internet, eSIM, VPN",4.1006694,2450528,111822196,0.5284637669803701,6.164378182060104
Eerskraft - Explorations,4.101124,220999,48124278,0.5360432228588005,5.8322416273158115
Rolling Balls 3D,4.102362,24777,32299085,0.5364165588615782,5.6332955677777425
Coffee Stack,4.1026692,254644,36960436,0.469115567149637,5.719921597924478
Bykea: Moving People & Parcels,4.102904,96613,7739632,0.5800886054985095,5.285768223032493
Little Panda: Star Restaurants,4.1034484,9105,6923455,0.4830238435336776,5.115015376099428
Tesla Proxy - Unlimited & Safe,4.1037736,16826,10708911,0.4950952380952381,5.271991592250494
Livetalk - Live Video Chat,4.104439,244662,107318906,0.5614457929827861,6.0898085867608565
Scores Predictor,4.105263,653,587738,0.6325153374233129,4.3328024895279835
Yummy TeenPatti,4.107843,566,308272,0.5740674955595026,4.117630781331189
Yo Watssapp 2023 Version,4.108911,3876,1185410,0.4917421692984727,4.565540064732875
Driving License Verification,4.11,225,120579,0.6208144796380091,3.8115624644496533
Aventador Drift Simulator,4.11,13468,10125369,0.5695606850335071,5.282736210896343
HD Camera for Android: 4K Cam,4.11,40132,6762255,0.517730816474894,5.180418311952517
Dating with singles - iHappy,4.11,63952,27230487,0.5986591091083232,5.6531689162098235
Commando Mission Offline games,4.1153846,11539,5978543,0.506508875739645,5.092998007303381
Amazon Prime Video,4.116,3959757,565363300,0.5292872549135998,6.667107180865572
Vegas Crime Simulator,4.1174192,1362720,216710607,0.534020329549766,6.348352011195477
Bubble Shooter Gem Puzzle Pop,4.12,6791,5250373,0.6090349692330782,5.079559074039414
FPS Commando Shooting Games,4.1209335,411493,228019094,0.5291931383462228,6.317965889429433
Burger Please!,4.121339,140954,25463786,0.48547154142622917,5.603503573865429
Jazz Islam World,4.123377,4691,2261940,0.5870651013874066,4.8058039014803695
YouTube,4.1246247,149773665,14257009198,0.5426095022029419,7.767739587377416
Drivalia UK,4.125,42,80206,0.45853658536585373,3.582878948146505
Spider Solitaire,4.125,42468,10097718,0.5037400599353454,5.2973826398349155
Monster Trucks Game for Kids 2,4.1272726,97476,95912329,0.5747561251103854,6.035551863197697
Name Art Maker & Text Editor,4.127451,761,516182,0.5598923283983849,4.281724381477357
Arm Wrestling Master,4.129032,1945,6735812,0.5661087866108787,5.086416639262483
Addon Mod for Melon Playground,4.1296296,8492,204579,0.4655792756056608,4.072203312661993
Used cars for sale - Trovit,4.13,58390,8387674,0.5824473299509846,5.297936019933081
Eid Mubarak Poetry Photo Frame,4.13,475,358546,0.55863539445629,4.1535283448290565
MedShr: Discuss Clinical Cases,4.13,11732,5521080,0.6130416203743271,5.122033927979684
Mega Fingerprint Animation,4.130282,17018,368148,0.520312959585858,4.297061882558653
LINE: Calls & Messages,4.130548,13770771,948863750,0.5574068792950932,6.892968532825919
MTMIS Vehicle Verification Pak,4.1344085,2052,215376,0.5436950146627566,4.061733840410117
Baby Panda's Kids Play,4.1354165,24974,9307476,0.516706711516899,5.262377456928709
Bubble Shooter - Home Design,4.135531,226107,80567455,0.5248496275543398,5.988866421513885
CricBox Fast Cricket Live Line,4.1384616,291,691046,0.5937282229965157,4.338585481492612
Daily Journal: Diary with lock,4.1390533,204040,4410822,0.5421297499227854,5.138868788830249
XY VPN - Security Proxy VPN,4.139659,367300,88702301,0.5387586176851781,6.045284224303157
TikTok Lite,4.13967,6137918,792620886,0.5458064495106577,6.804143221189494
Cover Hunter - 3v3 Team Battle,4.14,58137,20194026,0.5678308123637119,5.552511602925536
PTI Banner Maker – Post Maker,4.14,165,102877,0.6012422360248446,3.749094104378485
VFly Magic Video Editor & Vide,4.14,2043,292789,0.6318069916297391,4.186123567610994
Little Panda's Ice Cream Game,4.14,110736,68300732,0.5410504454282122,5.9240006300555095
Bandook Wali Game : Goli Game,4.14,4047,2327261,0.589781746031746,4.812627504074174
Maqsad — Online Learning,4.1407466,25783,2737727,0.5655894789929007,4.927843281235749
G Talk – Girls Live Video Call,4.142857,210,70711,0.686,3.672474606225092
MP3 Downloader - Music Player,4.1432223,573652,129929389,0.5588318785287584,6.189446053218389
